DATAFLOW,LAST UPDATE,freq,iccs,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Czechia,2022,39.66,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Czechia,2023,39.37,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2013,158.80,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2014,155.70,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2015,156.90,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2016,170.41,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2017,166.09,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2018,165.14,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2019,160.31,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2020,156.86,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2021,147.12,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2022,173.80,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Germany,2023,185.93,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2013,26.83,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2014,27.24,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2015,25.80,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2016,30.36,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2017,33.12,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2018,32.12,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2019,33.90,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2020,32.13,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2021,32.26,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2022,36.74,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Denmark,2023,34.93,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2013,7.50,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2014,5.85,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2015,7.45,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2016,7.07,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2017,5.78,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2018,6.82,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2019,5.89,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2020,5.79,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2021,5.56,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2022,4.36,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Estonia,2023,2.71,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2013,14.63,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2014,13.35,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2015,14.96,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2016,14.05,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2017,14.02,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2018,14.77,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2019,14.97,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2020,11.99,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2021,11.11,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2022,12.74,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Greece,2023,12.55,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2013,35.74,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2014,36.07,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2015,62.55,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2016,37.32,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2017,38.87,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2018,39.20,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2019,42.73,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2020,32.90,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2021,41.65,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2022,54.60,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Spain,2023,55.07,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2013,33.00,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2014,30.18,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2015,28.56,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2016,29.01,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2017,28.73,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2018,29.18,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2019,28.71,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2020,31.74,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2021,30.05,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2022,31.11,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Finland,2023,32.26,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2013,355.64,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2014,360.80,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2015,364.25,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2016,400.54,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2017,417.32,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2018,450.77,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2019,480.41,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2020,471.11,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2021,523.08,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2022,577.31,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,France,2023,611.41,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2013,19.31,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2014,18.04,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2015,19.03,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2016,18.85,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2017,19.21,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2018,17.85,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2019,18.06,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2020,18.31,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2021,18.01,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2022,20.14,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Croatia,2023,23.89,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Hungary,2013,135.00,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Hungary,2014,136.42,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Hungary,2015,126.55,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2013,66.89,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2014,68.20,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2015,75.17,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2016,76.97,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2017,85.72,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2018,94.11,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2019,102.89,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2020,85.03,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2021,96.27,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2022,119.07,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Ireland,2023,108.34,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2013,28.58,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2014,31.01,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2015,25.83,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2016,22.25,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2017,30.44,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2018,35.01,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2019,27.17,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2020,36.25,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2021,32.54,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2022,38.80,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Iceland,2023,49.77,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2013,111.11,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2014,1.60,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2015,1.72,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2016,1.64,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2017,1.84,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2018,1.63,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2019,1.68,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2020,1.41,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2021,1.47,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2022,1.46,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Italy,2023,1.37,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2013,279.60,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2014,323.20,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2015,216.77,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2016,188.72,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2017,219.52,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2018,207.27,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2019,198.03,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2020,221.95,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2021,153.63,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2022,259.49,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Liechtenstein,2023,234.39,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2013,7.10,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2014,6.93,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2015,7.33,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2016,7.48,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2017,6.25,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2018,6.59,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2019,5.44,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2020,5.37,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2021,4.51,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2022,5.17,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Lithuania,2023,4.76,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2013,132.76,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2014,132.44,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2015,108.00,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2016,98.74,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2017,99.04,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2018,101.49,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2019,103.76,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2020,77.62,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2021,86.34,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2022,107.84,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Luxembourg,2023,103.36,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2013,22.63,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2014,28.43,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2015,26.89,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2016,33.37,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2017,33.69,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2018,33.40,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2019,33.28,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2020,31.24,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2021,29.00,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2022,28.74,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Latvia,2023,28.57,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2013,27.86,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2014,20.76,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2015,22.50,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2016,20.57,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2017,23.62,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2018,24.58,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2019,18.48,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2020,20.74,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2021,19.01,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2022,20.72,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,Montenegro,2023,24.49,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2013,10.47,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2014,10.31,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2015,7.44,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2016,8.35,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2017,7.14,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2019,7.75,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2020,6.98,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2021,7.15,,
ESTAT:CRIM_OFF_CAT(1.0),12/08/25 23:00:00,Annual,Serious assault,Per hundred thousand inhabitants,North Macedonia,2022,7.46,,
